city,date,is_anomaly,anomaly_score
Agartala,2025-08-24,False,0.04380885691115399
Agartala,2025-08-25,False,0.053790096807382226
Agartala,2025-08-26,True,-0.04173235361128891
Agartala,2025-08-27,False,0.031553461169526675
Agartala,2025-08-28,False,0.05641144973837969
Agartala,2025-08-29,True,-0.06493286082799665
Agartala,2025-08-30,False,0.011123588608923818
Agartala,2025-08-31,True,-0.021012523040557674
Agartala,2025-09-01,False,0.018135651702999023
Agartala,2025-09-02,False,0.03951181658406416
Agartala,2025-09-03,False,0.05090293008008667
Agartala,2025-09-04,False,0.009080057640172168
Agartala,2025-09-05,True,-0.016628768736231314
Agartala,2025-09-06,False,0.008171319694279089
Agartala,2025-09-07,False,0.025090467165476027
Agartala,2025-09-08,True,-0.0029282034073410124
Agartala,2025-09-09,True,-0.0071713736137662965
Agartala,2025-09-10,False,0.03004519410464035
Agartala,2025-09-11,True,-0.011257805695983003
Agartala,2025-09-12,False,0.00025427307810776956
Agartala,2025-09-13,True,-0.008001417660601695
Agartala,2025-09-14,False,0.016766275297718014
Agartala,2025-09-15,False,0.04990349342037448
Agartala,2025-09-16,True,-0.023553066039782355
Agartala,2025-09-17,False,0.036087456338295576
Agartala,2025-09-18,True,-0.030018020513133736
Agartala,2025-09-19,False,0.007291344700529168
Agartala,2025-09-20,True,-0.0016007260154088376
Agartala,2025-09-21,False,0.008934918624924904
Agartala,2025-09-22,False,0.027989751418376674
Agartala,2025-09-23,False,0.0486103829759183
Agartala,2025-09-24,False,0.028837775532176924
Agartala,2025-09-25,False,0.04899704080740758
Agartala,2025-09-26,True,-0.029939115286402362
Agartala,2025-09-27,False,0.029397267109610492
Agartala,2025-09-28,True,-0.006421904145566648
Agartala,2025-09-29,False,0.03264251562738851
Agartala,2025-09-30,False,0.013654780465358729
Agartala,2025-10-01,False,0.016591635803388183
Agartala,2025-10-02,False,0.02300993597003881
Agartala,2025-10-03,False,0.0060705656310537925
Agartala,2025-10-04,False,0.02793985115717379
Agartala,2025-10-05,False,0.050008957981576285
Agartala,2025-10-06,False,0.04917625944895626
Agartala,2025-10-07,False,0.03880563006477017
Agartala,2025-10-08,False,0.024012207637492622
Agartala,2025-10-09,False,0.020277491534808734
Agartala,2025-10-10,False,0.025244830338975843
Agartala,2025-10-11,True,-0.03331851687912468
Agartala,2025-10-12,False,0.00916993157106516
Agartala,2025-10-13,False,0.0301742868892223
Agartala,2025-10-14,False,0.04502726561333975
Agartala,2025-10-15,False,0.05009747804610393
Agartala,2025-10-16,False,0.049901939781826554
Agartala,2025-10-17,True,-0.00786491228554731
Agartala,2025-10-18,False,0.0006308938687454857
Agartala,2025-10-19,False,0.010598899308617682
Agartala,2025-10-20,False,0.02546322284864022
Agartala,2025-10-21,False,0.037865561337634746
Agartala,2025-10-22,False,0.047388544965304924
Agartala,2025-10-23,False,0.03506757195758803
Agartala,2025-10-24,False,0.021785860755207276
Agartala,2025-10-25,False,0.0035572534472859685
Agartala,2025-10-26,False,0.04346603945784183
Agartala,2025-10-27,True,-0.025002491255042947
Agartala,2025-10-28,False,0.023777297361424587
Agartala,2025-10-29,False,0.039362464614412784
Agartala,2025-10-30,False,0.0013455822281178698
Agartala,2025-10-31,False,0.04648334413197791
Agartala,2025-11-01,False,0.02429633734109171
Agartala,2025-11-02,False,0.046502298083471616
Agartala,2025-11-03,False,0.011810981464412285
Agartala,2025-11-04,False,0.04202756843367744
Agartala,2025-11-05,True,-0.0030755747725499383
Agartala,2025-11-06,False,0.01837470874107261
Agartala,2025-11-07,False,0.041248924242889895
Agartala,2025-11-08,True,-0.02087115785152438
Agartala,2025-11-09,True,-0.001321681647494799
Agartala,2025-11-10,False,0.004658304496412469
Agartala,2025-11-11,True,-0.010099483446384894
Agartala,2025-11-12,False,0.028147672623012487
Agartala,2025-11-13,False,0.047572450503514
Agartala,2025-11-14,True,-0.013998823606981237
Agartala,2025-11-15,True,-0.0008942209260937029
Agartala,2025-11-16,True,-0.05858770409058933
Agartala,2025-11-17,True,-0.0023025589315543993
Agartala,2025-11-18,True,-0.0023106695467323135
Agartala,2025-11-19,False,0.011664800611553616
Agartala,2025-11-20,True,-0.032759918874737504
Agartala,2025-11-21,False,0.005200158964604018
Agartala,2025-11-22,False,0.002040425027785897
Agartala,2025-11-23,False,0.024549571665247794
Agartala,2025-11-24,False,0.017079049839599514
Agartala,2025-11-25,True,-0.01406279194947957
Agartala,2025-11-26,False,0.01026985238921907
Agartala,2025-11-27,False,0.0016646689675997584
Agartala,2025-11-28,False,0.02127020413346703
Agartala,2025-11-29,False,0.009328236232290621
Agartala,2025-11-30,True,-0.005782066838638689
Agartala,2025-12-01,False,0.005039758877920297
Agartala,2025-12-02,False,0.02964612302171521
Agartala,2025-12-03,True,-0.003712093270087591
Agartala,2025-12-04,False,0.006472333496543414
Agartala,2025-12-05,False,0.017948214218198255
Agartala,2025-12-06,False,0.01474423679933834
Agartala,2025-12-07,False,0.020517802945370867
Agartala,2025-12-08,False,0.033152667752900045
Agartala,2025-12-09,True,-0.0257777916527272
Agartala,2025-12-10,False,0.028420948330848517
Agartala,2025-12-11,True,-0.011965463163221668
Agartala,2025-12-12,False,0.026022864370582266
Agartala,2025-12-13,False,0.018986034319026124
Agartala,2025-12-14,False,0.004230142452850583
Agartala,2025-12-15,False,0.03706320578258804
Agartala,2025-12-16,True,-0.006421952699128042
Agartala,2025-12-17,True,-0.0032647034356771965
Agartala,2025-12-18,True,-0.008647615725031477
Agartala,2025-12-19,False,0.010239963345680447
Agartala,2025-12-20,False,0.004842343652341374
Agartala,2025-12-21,False,0.02316227017758221
Agartala,2025-12-22,False,0.039980592362322265
Agartala,2025-12-23,False,0.026209333131947343
Agartala,2025-12-24,True,-0.06554629697577441
Agartala,2025-12-25,False,0.009080396109351851
Agartala,2025-12-26,False,0.01989746248261881
Agartala,2025-12-27,False,0.01035790022691685
Agartala,2025-12-28,True,-0.03365913264368492
Agartala,2025-12-29,False,0.008464857778333168
Agartala,2025-12-30,False,0.014478799765886508
Agartala,2025-12-31,False,0.028333919248381967
Agartala,2026-01-01,True,-0.016056649717111737
Agartala,2026-01-02,False,0.015240376504348063
Agartala,2026-01-03,True,-0.007054960319138992
Agartala,2026-01-04,True,-0.012794976494995502
Agartala,2026-01-05,False,0.01700957487416388
Agartala,2026-01-06,False,0.0064148559253754955
Agartala,2026-01-07,False,0.013718476682845981
Agartala,2026-01-08,False,0.000489920154231771
Agartala,2026-01-09,False,0.038365218244524546
Agartala,2026-01-10,True,-0.021064451236207593
Agartala,2026-01-11,True,-0.07763935928477828
Agartala,2026-01-12,True,-0.015873807223688474
Agartala,2026-01-13,False,0.003434537939425941
Agartala,2026-01-14,True,-0.03142036678230109
Agartala,2026-01-15,True,-0.00718653845938344
Agartala,2026-01-16,False,0.0017358327528171902
Agartala,2026-01-17,False,0.016847259078830445
Agartala,2026-01-18,False,0.005581613691754472
Agartala,2026-01-19,False,0.0049654252476403204
Agartala,2026-01-20,True,-0.07548865868226662
Agartala,2026-01-21,False,0.004356149676889243
Agartala,2026-01-22,True,-0.012384015347383759
Agartala,2026-01-23,False,0.01999774878573568
Agartala,2026-01-24,False,0.02090697472760683
Agartala,2026-01-25,False,0.0006715578549024714
Agartala,2026-01-26,True,-0.026411141506110014
Agartala,2026-01-27,False,0.018373437105305812
Agartala,2026-01-28,False,0.001331518106998053
Agartala,2026-01-29,False,0.026127810885631875
Agartala,2026-01-30,True,-0.0191388881137865
Agartala,2026-01-31,True,-0.04079625993421199
Agartala,2026-02-01,False,0.0074552201386971495
Agartala,2026-02-02,True,-0.011692855084896037
Agartala,2026-02-03,False,0.024868292154083704
Agartala,2026-02-04,False,0.048358466169116376
Agartala,2026-02-05,False,0.02775821874211548
Agartala,2026-02-06,False,0.021278216291041097
Agartala,2026-02-07,False,0.019733740832664992
Agartala,2026-02-08,True,-0.02930693631160608
Agartala,2026-02-09,False,0.022959484616108305
Agartala,2026-02-10,False,0.055192966802031895
Agartala,2026-02-11,True,-0.004373833923289161
Agartala,2026-02-12,False,0.023087462924581914
Agartala,2026-02-13,True,-0.0023926652496255585
Agartala,2026-02-14,False,0.014603700712283785
Agartala,2026-02-15,False,0.02061118903497816
Agartala,2026-02-16,False,0.011037923908213898
Agartala,2026-02-17,False,0.034646123116657324
Agartala,2026-02-18,True,-0.0376163485839035
Agartala,2026-02-19,False,0.010300443574167595
Ahmedabad,2025-08-24,False,0.13708218996501026
Ahmedabad,2025-08-25,False,0.13493955736267232
Ahmedabad,2025-08-26,False,0.1365412703764714
Ahmedabad,2025-08-27,False,0.15386643265579475
Ahmedabad,2025-08-28,False,0.12844026661306918
Ahmedabad,2025-08-29,False,0.14009409871327194
Ahmedabad,2025-08-30,False,0.1383204126842703
Ahmedabad,2025-08-31,False,0.1371431508514952
Ahmedabad,2025-09-01,False,0.13492794213616383
Ahmedabad,2025-09-02,False,0.1000645222371016
Ahmedabad,2025-09-03,False,0.11438378772561647
Ahmedabad,2025-09-04,False,0.10358459853109114
Ahmedabad,2025-09-05,False,0.15275274786310616
Ahmedabad,2025-09-06,False,0.1531837146215157
Ahmedabad,2025-09-07,False,0.14572303912002676
Ahmedabad,2025-09-08,False,0.16347682653040757
Ahmedabad,2025-09-09,False,0.15746867533421122
Ahmedabad,2025-09-10,False,0.11487533089229712
Ahmedabad,2025-09-11,False,0.13809762795116515
Ahmedabad,2025-09-12,False,0.027378687287486436
Ahmedabad,2025-09-13,False,0.123008810957975
Ahmedabad,2025-09-14,False,0.161536621561428
Ahmedabad,2025-09-15,False,0.15988839239991548
Ahmedabad,2025-09-16,False,0.15816496589384532
Ahmedabad,2025-09-17,False,0.13206377506220457
Ahmedabad,2025-09-18,False,0.1330937414265373
Ahmedabad,2025-09-19,False,0.06612235291985297
Ahmedabad,2025-09-20,False,0.16257274655655884
Ahmedabad,2025-09-21,False,0.1346839810720959
Ahmedabad,2025-09-22,False,0.14514888786004554
Ahmedabad,2025-09-23,False,0.16226433758537073
Ahmedabad,2025-09-24,False,0.12750089900605582
Ahmedabad,2025-09-25,False,0.08702457747459491
Ahmedabad,2025-09-26,False,0.14962683289388595
Ahmedabad,2025-09-27,False,0.1130655469650938
Ahmedabad,2025-09-28,False,0.13908195935614132
Ahmedabad,2025-09-29,False,0.1450994947021802
Ahmedabad,2025-09-30,False,0.1268331750217691
Ahmedabad,2025-10-01,False,0.1371275774023224
Ahmedabad,2025-10-02,False,0.10367560994411679
Ahmedabad,2025-10-03,False,0.13175065320106655
Ahmedabad,2025-10-04,False,0.14383772963800112
Ahmedabad,2025-10-05,False,0.14778276250611827
Ahmedabad,2025-10-06,False,0.15713960841737568
Ahmedabad,2025-10-07,False,0.14389312402969368
Ahmedabad,2025-10-08,False,0.15162892635058978
Ahmedabad,2025-10-09,False,0.13977526906152576
Ahmedabad,2025-10-10,False,0.11662853946276519
Ahmedabad,2025-10-11,False,0.13711455769303443
Ahmedabad,2025-10-12,False,0.096262325769575
Ahmedabad,2025-10-13,False,0.14719982171094115
Ahmedabad,2025-10-14,False,0.14683757462339442
Ahmedabad,2025-10-15,False,0.13618585032686586
Ahmedabad,2025-10-16,False,0.14270328423111495
Ahmedabad,2025-10-17,False,0.08302686316984265
Ahmedabad,2025-10-18,False,0.09208007364306114
Ahmedabad,2025-10-19,False,0.14999691069515791
Ahmedabad,2025-10-20,False,0.13582342386702795
Ahmedabad,2025-10-21,False,0.10468946951130031
Ahmedabad,2025-10-22,False,0.10407447553719212
Ahmedabad,2025-10-23,False,0.14863654688210082
Ahmedabad,2025-10-24,False,0.15187708037961645
Ahmedabad,2025-10-25,False,0.13716077331502263
Ahmedabad,2025-10-26,False,0.11869714779366636
Ahmedabad,2025-10-27,False,0.14363179491234196
Ahmedabad,2025-10-28,False,0.10845776852960254
Ahmedabad,2025-10-29,False,0.08568833538358905
Ahmedabad,2025-10-30,False,0.14575857701044703
Ahmedabad,2025-10-31,False,0.15595265086041737
Ahmedabad,2025-11-01,False,0.12301948340572044
Ahmedabad,2025-11-02,False,0.14982101165616774
Ahmedabad,2025-11-03,False,0.11969060240304119
Ahmedabad,2025-11-04,False,0.15477087836978015
Ahmedabad,2025-11-05,False,0.13900117932630746
Ahmedabad,2025-11-06,False,0.11810136779689917
Ahmedabad,2025-11-07,False,0.15165484811632274
Ahmedabad,2025-11-08,False,0.16153888920093445
Ahmedabad,2025-11-09,False,0.15184907244806362
Ahmedabad,2025-11-10,False,0.11310543905892734
Ahmedabad,2025-11-11,False,0.15743417559297612
Ahmedabad,2025-11-12,False,0.11575238665091692
